seed,model,instance_id,significance,nonempty,feature_retention,rule_retention,violation_rate,rule_count
1,rf,139,0.1,1,1.0,0.13333333333333333,0.0,2
1,rf,161,0.1,1,0.5,0.06666666666666667,0.0,1
1,rf,184,0.1,1,1.0,0.13333333333333333,0.0,2
1,rf,299,0.1,1,1.0,0.13333333333333333,0.0,2
1,rf,323,0.1,1,1.0,0.13333333333333333,0.0,2
1,rf,343,0.1,1,1.0,0.13333333333333333,0.0,2
1,rf,347,0.1,1,1.0,0.13333333333333333,0.0,2
1,rf,351,0.1,1,1.0,0.13333333333333333,0.0,2
1,rf,435,0.1,1,1.0,0.13333333333333333,0.0,2
1,rf,446,0.1,1,1.0,0.13333333333333333,0.5,2
1,rf,17,0.2,1,1.0,0.13333333333333333,0.0,2
1,rf,23,0.2,1,1.0,0.13333333333333333,0.0,2
1,rf,44,0.2,1,1.0,0.13333333333333333,0.0,2
1,rf,59,0.2,1,1.0,0.13333333333333333,0.0,2
1,rf,80,0.2,0,0.0,0.0,0.0,0
1,rf,127,0.2,1,0.5,0.06666666666666667,0.0,1
1,rf,139,0.2,1,1.0,0.13333333333333333,0.0,2
1,rf,161,0.2,1,0.5,0.06666666666666667,0.0,1
1,rf,184,0.2,1,1.0,0.13333333333333333,0.0,2
1,rf,299,0.2,1,1.0,0.13333333333333333,0.0,2
1,rf,323,0.2,1,1.0,0.13333333333333333,0.0,2
1,rf,343,0.2,1,1.0,0.13333333333333333,0.0,2
1,rf,347,0.2,1,0.5,0.06666666666666667,0.0,1
1,rf,351,0.2,1,1.0,0.13333333333333333,0.0,2
1,rf,435,0.2,1,1.0,0.13333333333333333,0.0,2
1,rf,446,0.2,1,1.0,0.13333333333333333,0.5,2
1,rf,17,0.3,1,1.0,0.13333333333333333,0.0,2
1,rf,23,0.3,1,1.0,0.13333333333333333,0.0,2
1,rf,44,0.3,1,1.0,0.13333333333333333,0.0,2
1,rf,59,0.3,1,1.0,0.13333333333333333,0.0,2
1,rf,80,0.3,0,0.0,0.0,0.0,0
1,rf,127,0.3,1,0.5,0.06666666666666667,0.0,1
1,rf,139,0.3,1,0.5,0.06666666666666667,0.0,1
1,rf,161,0.3,1,0.5,0.06666666666666667,0.0,1
1,rf,184,0.3,1,1.0,0.13333333333333333,0.0,2
1,rf,299,0.3,1,1.0,0.13333333333333333,0.0,2
1,rf,323,0.3,1,1.0,0.13333333333333333,0.0,2
1,rf,343,0.3,1,1.0,0.13333333333333333,0.0,2
1,rf,347,0.3,1,0.5,0.06666666666666667,0.0,1
1,rf,351,0.3,1,1.0,0.13333333333333333,0.0,2
1,rf,435,0.3,1,0.5,0.06666666666666667,0.0,1
1,rf,446,0.3,1,1.0,0.13333333333333333,0.5,2
1,rf,17,0.5,1,1.0,0.13333333333333333,0.0,2
1,rf,23,0.5,1,1.0,0.13333333333333333,0.0,2
1,rf,44,0.5,1,1.0,0.13333333333333333,0.0,2
